COUNTER;NAME    ;GRUPPE  ;NUMMER  ;GERAET  ;Temp;FehlerNr;PRIO    ;BESCHREIBUNG;URSACHE ;BEMERK. ;LEVEL   ;SW-VERS ;REAKT.  ;QUIT    ;ABHILFE ;KUERZEL ;Vari_Nr;ET;;;;;;;;;;;;;;;;;;;;
72;"TN8 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"39
";"A
";;A3939;"0
";CPP2 communication error;SR cannot receive PDOs on time. GND F interruption to truck chassis;"CANopen-PDO-Wd TN8 RX (SR<-CPP2)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN8_RX_80
";;;;;;;;;;;;;;;;;;;;;
49;"TN9 Anmeldefehler
";"39
";"42
";"A
";;A3942;"16
";CPP3 login error;No communication to CPP3. GND F interruption to truck chassis;"CANopen Anmeldung TN9 (CPP3)
";"SERV1
";"ab 0.03
";;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN9_Anm_57
";;;;;;;;;;;;;;;;;;;;;
73;"TN9 PDO-WD: Ger. - TN (Sendef.)
";"39
";"43
";"A
";;A3943;"0
";CPP3 communication error;SR cannot send PDOs on time. GND F interruption to truck chassis.;"CANopen-PDO-Wd TN9 TX (SR->CPP3)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN9_TX_81
";;;;;;;;;;;;;;;;;;;;;
74;"TN9 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"44
";"A
";;A3944;"0
";CPP3 communication error;SR cannot receive PDOs on time. GND F interruption to truck chassis.;"CANopen-PDO-Wd TN9 RX (SR<-CPP3)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN9_RX_82
";;;;;;;;;;;;;;;;;;;;;
50;"TN10 Anmeldefehler
";"39
";"47
";"A
";;A3947;"16
";CPP4 login error;No communication to CPP4. GND F interruption to truck chassis;"CANopen Anmeldung TN10 (CPP4)
";"SERV1
";"ab 0.03
";;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN10_Anm_58
";;;;;;;;;;;;;;;;;;;;;
75;"TN10 PDO-WD: Ger. - TN (Sendef.)
";"39
";"48
";"A
";;A3948;"0
";CPP4 communication error;SR cannot send PDOs on time. GND F interruption to truck chassis.;"CANopen-PDO-Wd TN10 TX (SR->CPP4)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN10_TX_83
";;;;;;;;;;;;;;;;;;;;;
76;"TN10 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"49
";"A
";;A3949;"0
";CPP4 communication error;SR cannot receive PDOs on time. GND F interruption to truck chassis;"CANopen-PDO-Wd TN10 RX (SR<-CPP4)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN10_RX_84
";;;;;;;;;;;;;;;;;;;;;
51;"TN11 Anmeldefehler
";"39
";"52
";"A
";;A3952;"16
";CPP5 login error;No communication to CPP5. GND F interruption to truck chassis;"CANopen Anmeldung TN11 (CPP5)
";"SERV1
";"ab 0.03
";;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN11_Anm_59
";;;;;;;;;;;;;;;;;;;;;
77;"TN11 PDO-WD: Ger. - TN (Sendef.)
";"39
";"53
";"A
";;A3953;"0
";CPP5 communication error;SR cannot send PDOs on time. GND F interruption to truck chassis.;"CANopen-PDO-Wd TN11 TX (SR->CPP5)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN11_TX_85
";;;;;;;;;;;;;;;;;;;;;
78;"TN11 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"54
";"A
";;A3954;"0
";CPP5 communication error;SR cannot receive PDOs on time. GND F interruption to truck chassis;"CANopen-PDO-Wd TN11 RX (SR<-CPP5)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN11_RX_86
";;;;;;;;;;;;;;;;;;;;;
52;"TN12 Anmeldefehler
";"39
";"57
";"A
";;A3957;"16
";CPP6 login error;No communication to CPP6. GND F interruption to truck chassis;"CANopen Anmeldung TN12 (CPP6)
";"SERV1
";"ab 0.03
";;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN12_Anm_60
";;;;;;;;;;;;;;;;;;;;;
79;"TN12 PDO-WD: Ger. - TN (Sendef.)
";"39
";"58
";"A
";;A3958;"0
";CPP6 communication error;SR cannot send PDOs on time. GND F interruption to truck chassis.;"CANopen-PDO-Wd TN12 TX (SR->CPP6)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN12_TX_87
";;;;;;;;;;;;;;;;;;;;;
80;"TN12 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"59
";"A
";;A3959;"0
";CPP6 communication error;SR cannot receive PDOs on time. GND F interruption to truck chassis;"CANopen-PDO-Wd TN12 RX (SR<-CPP6)
angesteuerte Verbraucher werden nicht richtig EIN/AUS
geschaltet
Im Fehlerfall wird der Teilnehmer automatisch wieder
angemeldet. Ursache ist der Spannungsumformer 400W,
der nicht ausreichend Unterspannungsfest ist und dadurch
im Falle Batterierestladung ca. 0%, die VCC der CPPs zusammen-
brechen laesst und somit den Fehler verursachen kann.
";"SERV1
";"ab 0.03
";Electrical consumers are partially inactive;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN12_RX_88
";;;;;;;;;;;;;;;;;;;;;
53;"TN13 Anmeldefehler
";"39
";"62
";"A
";;A3962;"16
";FABLI login error;No communication with FABLI;"CANopen Anmeldung TN13 (FrBl)
Bei Variante Fahrtrichtung via FrBl-Modul erfolgt keine Freigabe des Fahrantriebs.
";"SERV1
";"ab 0.03
";;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN13_Anm_61
";;;;;;;;;;;;;;;;;;;;;
81;"TN13 PDO-WD: Ger. - TN (Sendef.)
";"39
";"63
";"A
";;A3963;"0
";FABLI communication error;SR cannot send PDOs on time;"CANopen-PDO-Wd TN13 TX(SR->FrBl)
";"SERV1
";"ab 0.23
";Drive unit is locked, no drive function;Release accelerator;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN13_TX_89
";;;;;;;;;;;;;;;;;;;;;
82;"TN13 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"64
";"A
";;A3964;"0
";FABLI communication error;SR cannot receive PDOs on time;"CANopen-PDO-Wd TN13 RX(SR<-FrBl)
";"SERV1
";"ab 0.23
";Drive unit is locked, no drive function;Release accelerator;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN13_RX_90
";;;;;;;;;;;;;;;;;;;;;
54;"TN14 Anmeldefehler
";"39
";"67
";"A
";;A3967;"16
";Card reader login error;No communication with card reader;"CANopen Anmeldung TN14 (KLS)
";"SERV1
";"ab ?.??
";Drive unit and hydraulic drive disabled;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN14_Anm_62
";;;;;;;;;;;;;;;;;;;;;
83;"TN14 PDO-WD: Ger. - TN (Sendef.)
";"39
";"68
";"A
";;A3968;"0
";Card reader communication error;SR cannot send PDOs on time;"CANopen-PDO-Wd TN14 TX (SR->KLS)
Bei Variante Fleetmanager-Zugangskontrolle erfolgt keine Freigabe von
Fahr- und Hydraulikantrieb.
";"SERV1
";"ab 0.23
";Drive unit and hydraulic drive disabled;Release accelerator;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN14_TX_91
";;;;;;;;;;;;;;;;;;;;;
84;"TN14 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"69
";"A
";;A3969;"0
";Card reader communication error;SR cannot receive PDOs on time;"CANopen-PDO-Wd TN14 RX (SR<-KLS)
Bei Variante Fleetmanager-Zugangskontrolle erfolgt keine Freigabe von
Fahr- und Hydraulikantrieb.
";"SERV1
";"ab 0.23
";Drive unit and hydraulic drive disabled;Release accelerator;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN14_RX_92
";;;;;;;;;;;;;;;;;;;;;
55;"TN15 Anmeldefehler
";"39
";"72
";"A
";;A3972;"16
";Acceleration sensor login error;No communication with CAN;"CANopen Anmeldung TN15 (CANS)
";"SERV1
";"ab ?.??
";;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN15_Anm_63
";;;;;;;;;;;;;;;;;;;;;
85;"TN15 PDO-WD: Ger. - TN (Sendef.)
";"39
";"73
";"A
";;A3973;"0
";Acceleration sensor communication error;SR cannot send PDOs on time;"CANopen-PDO-Wd TN15 TX (SR->CANS)
";"SERV1
";"ab 0.23
";;Release accelerator;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN15_TX_93
";;;;;;;;;;;;;;;;;;;;;
86;"TN15 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"74
";"A
";;A3974;"0
";Acceleration sensor communication error;SR cannot receive PDOs on time;"CANopen-PDO-Wd TN15 RX (SR<-CANS)
";"SERV1
";"ab 0.23
";;Release accelerator;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN15_RX_94
";;;;;;;;;;;;;;;;;;;;;
56;"TN16 Anmeldefehler
";"39
";"77
";"A
";;A3977;"16
";DFÜ login error (remote data transfer);No communication with DFÜ component;"CANopen Anmeldung TN16 (MOK)
";"SERV1
";"ab ?.??
";;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN16_Anm_64
";;;;;;;;;;;;;;;;;;;;;
87;"TN16 PDO-WD: Ger. - TN (Sendef.)
";"39
";"78
";"A
";;A3978;"0
";DFÜ (remote data transfer) communication error;SR cannot send PDOs on time;"nicht verwendet
";"SERV1
";"ab ?.??
";;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN16_TX_95
";;;;;;;;;;;;;;;;;;;;;
88;"TN16 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"79
";"A
";;A3979;"0
";DFÜ (remote data transfer) communication error;SR cannot receive PDOs on time;"nicht verwendet
";"SERV1
";"ab ?.??
";;Automatically if error is rectified;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN16_RX_96
";;;;;;;;;;;;;;;;;;;;;
112;"TN17 Anmeldefehler
";"39
";"82
";"A
";;A3982;"0
";RFID login error;No communication with RFID;"CANopen Anmeldung TN17 (RFID)
";"SERV1
";"ab 0.72
";Parameterisable: Limit hydraulics and/or speed;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN17_Anm_120
";;;;;;;;;;;;;;;;;;;;;
113;"TN17 PDO-WD: Ger. - TN (Sendef.)
";"39
";"83
";"A
";;A3983;"0
";RFID communication error;SR cannot send PDOs on time;"CANopen-PDO-Wd TN17 TX(SR->RFID)
";"SERV1
";"ab 0.72
";Parameterisable: Limit hydraulics and/or speed;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN17_TX_121
";;;;;;;;;;;;;;;;;;;;;
114;"TN17 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"84
";"A
";;A3984;"0
";RFID communication error;SR cannot receive PDOs on time;"CANopen-PDO-Wd TN17 RX (SR<-RFID)
";"SERV1
";"ab 0.72
";Parameterisable: Limit hydraulics and/or speed;Key switch;Check the CAN bus. Check SU for GND interruption. Flash the truck software. Replace MCU.;"We
";"ERR_CMC_TN17_RX_122
";;;;;;;;;;;;;;;;;;;;;
116;"TN18 Anmeldefehler
";"39
";"87
";"A
";;A3987;"16
";Electric parking brake login error;No communication with electric parking brake;"CANopen Anmeldung TN18 (ELF)
";"SERV1
";"ab 091
";Drive unit is disabled;Key switch;Check CAN bus wiring;"We
";"ERR_CMC_TN18_Anm_124
";;;;;;;;;;;;;;;;;;;;;
117;"TN18 PDO-WD: Ger. - TN (Sendef.)
";"39
";"88
";"A
";;A3988;"16
";Communication with electric parking brake;SR cannot send PDOs on time;"CANopen-PDO-Wd TN18 TX(SR->ELF)
";"SERV1
";"ab 091
";Truck will not drive, accelerator has no effect;Key switch;Check CAN bus wiring;"We
";"ERR_CMC_TN18_TX_125
";;;;;;;;;;;;;;;;;;;;;
118;"TN18 PDO-WD: Ger. - TN (Empf.-F)
";"39
";"89
";"A
";;A3989;"16
";Communication from electric parking brake;SR cannot receive PDOs on time;"CANopen-PDO-Wd TN18 RX (SR<-ELF)
";"SERV1
";"ab 091
";Truck will not drive, accelerator has no effect;Key switch;Check CAN bus wiring;"We
";"ERR_CMC_TN18_RX_126
";;;;;;;;;;;;;;;;;;;;;
167;"Eventgetrieben SDO-Anfrage 2
";"39
";"97
";"A
";"3997
";A3997;"0
";FU1 communication error;Error in SDO communication;"Interne Funktion
";"SERV1
";"0.07
";;;Rectify cause in SDO communication;"FEE/MSch
";"ERR_QUERY_SDO_TN2_179
";;;;;;;;;;;;;;;;;;;;;
168;"Eventgetrieben SDO-Anfrage 3
";"39
";"98
";"A
";"3998
";A3998;"0
";FU1 communication error;Error in SDO communication;"Interne Funktion
";"SERV1
";"0.08
";;;Rectify cause in SDO communication;"FEE/MSch
";"ERR_QUERY_SDO_TN4_180
";;;;;;;;;;;;;;;;;;;;;
179;"Fehler Lenksensor
";"40
";"10
";"A
";"4010
";A4010;"0
";Steering angle sensor error;Steering sensor signals outside of the permitted range;"Keine Lenkdrehzahlerfassung möglich
";"NORM
";"0.16
";Truck will only drive in emergency operation;;Check wiring and replace sensor;"EE/MSch
";"ERR_LSA_SENSOR_191
";;;;;;;;;;;;;;;;;;;;;
180;"Lenksensor Abriss Spur 1
";"40
";"12
";"A
";"4012
";A4012;"0
";Steering angle sensor breakdown;Cables severed;"nicht aktiv
";"NORM
";"0.16
";Truck will only drive in emergency operation;;1.) Check wiring2.) Replace sensor;"EE/MSch
";"ERR_LSA_ABRISS_SP1_192
";;;;;;;;;;;;;;;;;;;;;
181;"Lenksensor Abriss Spur 2
";"40
";"14
";"A
";"4014
";A4014;"0
";Steering angle sensor breakdown;Cables severed;"Keine Lenkdrehzahlerfassung möglich
";"NORM
";"0.16
";Truck will only drive in emergency operation;;1.) Check wiring2.) Replace sensor;"EE/MSch
";"ERR_LSA_ABRISS_SP2_193
";;;;;;;;;;;;;;;;;;;;;
184;"Lenksensor Plausibilitaet
";"40
";"16
";"A
";"4016
";A4016;"0
";Steering angle sensor plausibility error;1.) Sensor defective2.) Sensor incorrectly parameterised;"Keine Lenkdrehzahlerfassung möglich
";"NORM
";"0.16
";Truck will only drive in emergency operation;;1.) Check sensor2.) Replace sensor;"EE/MSch
";"ERR_LSA_PLAU_196
";;;;;;;;;;;;;;;;;;;;;
198;"Datenabgleich ist nicht aktiv
";"42
";"00
";"A
";;A4200;"0
";PAN process not activated;PAN switched off via parameter.;"Parameterzugriff ueber ABE nicht moeglich.
Keine korrekte Funktion beim Komponententausch.
Parameterabgleich nicht moeglich, aber keine Einschraenkung der Fahrfunktionen
";"SERV1
";"ab 0.52
";Parameter adjustment not possible but drive functions not restricted;;Activate PAN process;"AW,Shli,De
";"ERR_PAN_OFF_212
";;;;;;;;;;;;;;;;;;;;;
212;"DatSet1 Zugr.-F Data/DataSets
";"42
";"02
";"A
";;A4202;"0
";MCU - SU compatibility error;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom.;"FZG-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
Bei erforderlichem Datenabgleich wird dieser nicht beendet und
die Prozessfreigabe fuer Fahr- und Hydraulikantrieb nicht aktiviert.
Bei einer Aenderung eines Parameters via Diagnosegeraet oder ABE ist
keine Sicherung erfolgt, dabei kann die Prozessfreigabe fuer Fahr- und
Hydraulikantrieb bis zum naechsten Reset eingeschaltet sein.
Beim fehlerhaften Schreiben kann der Fahrantrieb und Hydraulikantrieb
auch bleiben (hängt von der Fehlersituation ab).
";"SERV1
";"ab 0.03
";Drive unit and hydraulic drive disabled;Key switch;Check the CAN bus. Flash the truck software. Replace MCU or SU.;"We,AW
";"ERR_PAN_D1_Z_226
";;;;;;;;;;;;;;;;;;;;;
213;"DatSet1 kein aut. Abgl.<>DatSets
";"42
";"03
";"A
";;A4203;"16
";MCU - SU compatibility error;Both datasets invalid (both devices installed as spare parts).;"FZG-Parametersatz
Kein automatischer Abgleich moeglich.
";"SERV1
";"ab 0.03
";No contactor activation;;Load original parameters. This will initiate the automatic alignment process after the next reset. Check the CAN bus. Flash the truck software. Replace MCU or ABE.;"We,AW
";"ERR_PAN_D1_A_227
";;;;;;;;;;;;;;;;;;;;;
214;"DatSet2 Zugr.-F Data/DataSets
";"42
";"07
";"A
";;A4207;"0
";MCU - ABE compatibility error;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom.;"FZG-Kalibrier-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
Bei erforderlichem Datenabgleich wird dieser nicht beendet und
die Prozessfreigabe fuer Fahr- und Hydraulikantrieb nicht aktiviert.
Bei einer Aenderung eines Parameters via Diagnosegeraet oder ABE ist
keine Sicherung erfolgt, dabei kann die Prozessfreigabe fuer Fahr- und
Hydraulikantrieb bis zum naechsten Reset eingeschaltet sein.
Beim fehlerhaften Schreiben kann der Fahrantrieb und Hydraulikantrieb
auch bleiben (hängt von der Fehlersituation ab).
";"SERV1
";"ab 0.03
";No contactor activation;Key switch;Check the CAN bus. Flash the truck software. Load original parameters. Replace MCU or SU.;"We,AW
";"ERR_PAN_D2_Z_228
";;;;;;;;;;;;;;;;;;;;;
215;"DatSet2 kein aut. Abgl.<>DatSets
";"42
";"08
";"A
";;A4208;"16
";MCU - ABE compatibility error;The MCU and the ABE datasets are both invalid. This occurs when both devices are reinstalled as spare parts.;"FZG-Kalibrier-Parametersatz
Kein automatischer Abgleich moeglich.
";"SERV1
";"ab 0.03
";No contactor activation;;Load original parameters. This will initiate the automatic alignment process after the next reset. Check the CAN bus. Flash the truck software. Replace MCU or ABE.;"We,AW
";"ERR_PAN_D2_A_229
";;;;;;;;;;;;;;;;;;;;;
216;"DatSet3 Zugr.-F Data/DataSets
";"42
";"12
";"A
";;A4212;"0
";MCU - FU1 compatibility error;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom;"FZG-Kalibrier-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
Bei erforderlichem Datenabgleich wird dieser nicht beendet und
die Prozessfreigabe fuer Fahr- und Hydraulikantrieb nicht aktiviert.
Bei einer Aenderung eines Parameters via Diagnosegeraet oder ABE ist
keine Sicherung erfolgt, dabei kann die Prozessfreigabe fuer Fahr- und
Hydraulikantrieb bis zum naechsten Reset eingeschaltet sein.
Beim fehlerhaften Schreiben kann der Fahrantrieb und Hydraulikantrieb
auch bleiben (hängt von der Fehlersituation ab).
";"SERV1
";"ab 0.03
";Drive unit and hydraulic drive disabled;Key switch;Check the CAN bus. Flash the truck software. Replace MCU or FU1.;"We,AW
";"ERR_PAN_D3_Z_230
";;;;;;;;;;;;;;;;;;;;;
217;"DatSet3 kein aut. Abgl.<>DatSets
";"42
";"13
";"A
";;A4213;"0
";MCU - FU1 compatibility error;The MCU datasets and the FU1 are both invalid. This occurs when both devices are reinstalled as spare parts.;"FZG-Kalibrier-Parametersatz
Kein automatischer Abgleich moeglich.
";"SERV1
";"ab 0.03
";Drive unit and hydraulic drive disabled;;Load original parameters. This will initiate the automatic alignment process after the next reset. Check the CAN bus. Flash the truck software. Replace MCU or FU1.;"We,AW
";"ERR_PAN_D3_A_231
";;;;;;;;;;;;;;;;;;;;;
218;"DatSet4 Zugr.-F Data/DataSets
";"42
";"17
";"A
";;A4217;"0
";MCU - FU2 compatibility error;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom;"FZG-Kalibrier-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
Bei erforderlichem Datenabgleich wird dieser nicht beendet und
die Prozessfreigabe fuer Fahr- und Hydraulikantrieb nicht aktiviert.
Bei einer Aenderung eines Parameters via Diagnosegeraet oder ABE ist
keine Sicherung erfolgt, dabei kann die Prozessfreigabe fuer Fahr- und
Hydraulikantrieb bis zum naechsten Reset eingeschaltet sein.
Beim fehlerhaften Schreiben kann der Fahrantrieb und Hydraulikantrieb
auch bleiben (hängt von der Fehlersituation ab).
";"SERV1
";"ab 0.03
";Drive unit and hydraulic drive disabled;Key switch;Check the CAN bus. Flash the truck software. Load original parameters. Replace MCU or FU2.;"We,AW
";"ERR_PAN_D4_Z_232
";;;;;;;;;;;;;;;;;;;;;
219;"DatSet4 kein aut. Abgl.<>DatSets
";"42
";"18
";"A
";;A4218;"0
";MCU - FU2 compatibility error;The MCU datasets and the FU2 are both invalid. This occurs when both devices are reinstalled as spare parts.;"FZG-Kalibrier-Parametersatz
Kein automatischer Abgleich moeglich.
";"SERV1
";"ab 0.03
";Drive unit and hydraulic drive disabled;;Load original parameters. This will initiate the automatic alignment process after the next reset. Check the CAN bus. Flash the truck software. Replace MCU or FU2.;"We,AW
";"ERR_PAN_D4_A_233
";;;;;;;;;;;;;;;;;;;;;
220;"DatSet5 Zugr.-F Data/DataSets
";"42
";"22
";"A
";;A4222;"0
";MCU - PU compatibility error;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom;"FZG-Kalibrier-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
Bei erforderlichem Datenabgleich wird dieser nicht beendet und
die Prozessfreigabe fuer Fahr- und Hydraulikantrieb nicht aktiviert.
Bei einer Aenderung eines Parameters via Diagnosegeraet oder ABE ist
keine Sicherung erfolgt, dabei kann die Prozessfreigabe fuer Fahr- und
Hydraulikantrieb bis zum naechsten Reset eingeschaltet sein.
Beim fehlerhaften Schreiben kann der Fahrantrieb und Hydraulikantrieb
auch bleiben (hängt von der Fehlersituation ab).
";"SERV1
";"ab 0.03
";Drive unit and hydraulic drive disabled;Key switch;Check the CAN bus. Flash the truck software. Load original parameters. Replace MCU or PU.;"We,AW
";"ERR_PAN_D5_Z_234
";;;;;;;;;;;;;;;;;;;;;
221;"DatSet5 kein aut. Abgl.<>DatSets
";"42
";"23
";"A
";;A4223;"0
";MCU - PU compatibility error;The MCU datasets and the FU2 are both invalid. This occurs when both devices are reinstalled as spare parts.;"FZG-Kalibrier-Parametersatz
Kein automatischer Abgleich moeglich.
";"SERV1
";"ab 0.03
";Drive unit and hydraulic drive disabled;;Load original parameters. This will initiate the automatic alignment process after the next reset. Check the CAN bus. Flash the truck software. Replace MCU or PU.;"We,AW
";"ERR_PAN_D5_A_235
";;;;;;;;;;;;;;;;;;;;;
222;"DatSet6 Zugr.-F Data/DataSets
";"42
";"27
";"A
";;A4227;"0
";MCU - ABE compatibility error;Unable to connect to relevant component. May be caused by communication error or incompatible component. May also be caused by faulty access to the EEprom;"ABE-Parametersatz Zugriffsfehler
Fehler kann in Verbindung mit CAN-Kommunikationsfehlern
oder CANopen-Fehlern in Verbindung stehen.
";"SERV1
";"ab 0.23
";;Key switch;"Check CAN bus wiring (if the CAN driver and CANopen error are set) or check the MCU and ABE; replace if necessary";"We,AW
";"ERR_PAN_D6_Z_236
";;;;;;;;;;;;;;;;;;;;;
